Timestamp,Hour,Day_of_Week,Month,Crime_Type,District,Crime_Type_Encoded,District_Encoded,Latitude,Longitude,Victim_Age,CRI_Score,Is_High_Risk
2025-01-05 19:00:00,19,6,1,ROBBERY,PUNE,8,7,18.521815323459045,73.85285494610986,55,7.0,0
2025-06-07 17:00:00,17,5,6,TRAFFIC VIOLATION,BAGALKOT,10,1,16.184417689939377,75.69214107423518,38,3.0,0
2026-01-02 08:00:00,8,4,1,THEFT,AHMEDABAD,9,0,23.01927168822263,72.56952994641468,37,4.0,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,PUNE,2,7,18.51716479912777,73.85926415242383,60,9.450000000000001,1
2025-06-01 02:00:00,2,6,6,PUBLIC INTOXICATION,MUMBAI,7,6,19.07627572685157,72.88173123860759,51,2.7,0
2025-11-06 04:00:00,4,3,11,KIDNAPPING,BAGALKOT,6,1,16.179604468531988,75.69531049084122,61,12.15,1
2026-01-01 00:00:00,0,3,1,ROBBERY,HASSAN,8,4,13.009519344779127,76.09653510501585,36,9.450000000000001,1
2025-11-11 03:00:00,3,1,11,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.669118506823537,77.45468052968614,75,4.050000000000001,0
2026-12-01 08:00:00,8,1,12,BURGLARY,GHAZIABAD,1,3,28.67370895636419,77.45465612531595,57,6.0,0
2025-03-10 14:00:00,14,0,3,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.673942483877173,77.45863568211497,42,3.0,0
2025-08-05 07:00:00,7,1,8,PUBLIC INTOXICATION,PUNE,7,7,18.520457687803283,73.85556456366433,64,2.0,0
2026-01-01 18:00:00,18,3,1,HOMICIDE,PUNE,4,7,18.515861173911087,73.85697933256158,59,10.0,1
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,MUMBAI,7,6,19.073103670756353,72.87969337993228,20,2.7,0
2025-05-07 16:00:00,16,2,5,IDENTITY THEFT,CHENNAI,5,2,13.087324320916336,80.27251905118412,34,7.0,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,BAGALKOT,6,1,16.182596305420084,75.69403471642781,31,12.15,1
2026-01-01 00:00:00,0,3,1,FRAUD,PUNE,3,7,18.523650645181025,73.85392200346148,33,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,PUNE,7,7,18.523347776978266,73.85541490338348,24,2.7,0
2025-05-10 12:00:00,12,5,5,KIDNAPPING,BAGALKOT,6,1,16.18357409266905,75.69945709976201,57,9.0,1
2026-01-01 00:00:00,0,3,1,ROBBERY,LUDHIANA,8,5,30.899452956578926,75.85941776660336,39,9.450000000000001,1
2025-08-06 12:00:00,12,2,8,ASSAULT,PUNE,0,7,18.524506310351903,73.85925064759253,70,8.0,0
2025-05-07 05:00:00,5,2,5,CYBERCRIME,BAGALKOT,2,1,16.17695238753895,75.69383350870565,24,7.0,0
2026-01-01 00:00:00,0,3,1,BURGLARY,LUDHIANA,1,5,30.903396219814844,75.86187782402179,47,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,LUDHIANA,10,5,30.90084476550804,75.85986515004171,33,4.050000000000001,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,AHMEDABAD,4,0,23.024552899089255,72.5665466814408,70,13.5,1
2026-01-01 00:00:00,0,3,1,KIDNAPPING,CHENNAI,6,2,13.084119693739561,80.27269619192425,56,12.15,1
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,GHAZIABAD,5,3,28.666140269783146,77.45855259847897,27,9.450000000000001,1
2025-08-12 16:00:00,16,1,8,KIDNAPPING,CHENNAI,6,2,13.081051767821679,80.26832837808246,29,9.0,1
2026-02-01 13:00:00,13,6,2,FRAUD,GHAZIABAD,3,3,28.67173564783278,77.45704470804378,72,6.0,0
2025-02-09 09:00:00,9,6,2,IDENTITY THEFT,LUDHIANA,5,5,30.896148670733545,75.85886178733175,21,7.0,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,CHENNAI,6,2,13.080239612386627,80.26626102131343,35,12.15,1
2025-05-05 10:00:00,10,0,5,HOMICIDE,LUDHIANA,4,5,30.896709538479215,75.85359334829495,54,10.0,1
2025-07-07 09:00:00,9,0,7,IDENTITY THEFT,HASSAN,5,4,13.003143830477901,76.10155197280976,20,7.0,0
2026-01-01 00:00:00,0,3,1,FRAUD,PUNE,3,7,18.521735807722468,73.85246125026202,47,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,BAGALKOT,7,1,16.17992625985419,75.69670304307722,65,2.7,0
2025-01-06 11:00:00,11,0,1,BURGLARY,LUDHIANA,1,5,30.905402788524068,75.85512444322859,66,6.0,0
2025-02-12 17:00:00,17,2,2,ROBBERY,BAGALKOT,8,1,16.178383250339404,75.6970730702866,54,7.0,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,PUNE,4,7,18.52403171263425,73.8553540291641,48,13.5,1
2025-02-06 02:00:00,2,3,2,CYBERCRIME,BAGALKOT,2,1,16.18609485689325,75.70011137066776,69,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,BURGLARY,AHMEDABAD,1,0,23.024209802826018,72.57219523970105,20,8.100000000000001,0
2025-05-07 05:00:00,5,2,5,HOMICIDE,BAGALKOT,4,1,16.18165385427873,75.69155662176743,26,10.0,1
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,MUMBAI,10,6,19.075204424257482,72.87617108714298,25,4.050000000000001,0
2026-12-01 22:00:00,22,1,12,BURGLARY,PUNE,1,7,18.516376570793952,73.86034152429822,75,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,FRAUD,PUNE,3,7,18.51591338612654,73.85613690649934,31,8.100000000000001,0
2025-12-02 13:00:00,13,1,12,IDENTITY THEFT,BAGALKOT,5,1,16.17855127048642,75.69234922222627,63,7.0,0
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,BAGALKOT,5,1,16.183379854478048,75.69596694499425,46,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,BURGLARY,PUNE,1,7,18.51652296570556,73.8608927352312,29,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,MUMBAI,7,6,19.077362117456563,72.87929194160833,21,2.7,0
2026-01-01 00:00:00,0,3,1,FRAUD,GHAZIABAD,3,3,28.668672723165795,77.45099054482519,66,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,HASSAN,2,4,13.004935426623954,76.10128689468259,18,9.450000000000001,1
2025-10-11 12:00:00,12,5,10,HOMICIDE,LUDHIANA,4,5,30.900720833664653,75.86059051539634,57,10.0,1
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,BAGALKOT,7,1,16.185665915415886,75.69965312860586,32,2.7,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,CHENNAI,6,2,13.080841209582962,80.26677453666363,30,12.15,1
2025-09-08 20:00:00,20,0,9,ROBBERY,AHMEDABAD,8,0,23.024974309063545,72.57402970593354,68,7.0,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,HASSAN,6,4,13.003762725542224,76.10454501026274,24,12.15,1
2025-09-10 10:00:00,10,2,9,IDENTITY THEFT,PUNE,5,7,18.51963602017111,73.85313335269625,57,7.0,0
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,AHMEDABAD,10,0,23.024206978176498,72.57141041141152,35,4.050000000000001,0
2025-02-04 15:00:00,15,1,2,CYBERCRIME,PUNE,2,7,18.515692433734984,73.85409655732072,29,7.0,0
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,HASSAN,10,4,13.002098229585185,76.0954735098913,32,4.050000000000001,0
2026-01-01 00:00:00,0,3,1,ROBBERY,PUNE,8,7,18.518336323508503,73.85477119336376,39,9.450000000000001,1
2025-12-09 17:00:00,17,1,12,ROBBERY,BAGALKOT,8,1,16.183877202094802,75.70045001527356,55,7.0,0
2026-01-01 00:00:00,0,3,1,FRAUD,BAGALKOT,3,1,16.182529715456326,75.6923812650002,25,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,LUDHIANA,10,5,30.897110041511187,75.85803926900648,34,4.050000000000001,0
2025-03-08 14:00:00,14,5,3,PUBLIC INTOXICATION,MUMBAI,7,6,19.07612677554659,72.87736320258988,54,2.0,0
2025-10-05 17:00:00,17,6,10,KIDNAPPING,LUDHIANA,6,5,30.90028318042836,75.85354982795415,46,9.0,1
2026-01-01 00:00:00,0,3,1,BURGLARY,CHENNAI,1,2,13.080995858431091,80.27023097813282,37,8.100000000000001,0
2025-09-03 09:00:00,9,2,9,ASSAULT,AHMEDABAD,0,0,23.02061557366437,72.56749769213089,58,8.0,0
2025-02-07 21:00:00,21,4,2,ROBBERY,GHAZIABAD,8,3,28.672077586784287,77.4584181588348,74,7.0,0
2025-07-08 03:00:00,3,1,7,THEFT,GHAZIABAD,9,3,28.671182699929336,77.4552900835397,19,5.4,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,AHMEDABAD,7,0,23.019838120730675,72.57454755346176,23,2.7,0
2025-03-11 02:00:00,2,1,3,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.672306366345712,77.45641492733235,62,4.050000000000001,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,CHENNAI,2,2,13.087622556832464,80.27056540755683,66,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,THEFT,CHENNAI,9,2,13.086849735222156,80.27348119977911,57,5.4,0
2025-02-01 05:00:00,5,5,2,TRAFFIC VIOLATION,MUMBAI,10,6,19.076866259295606,72.87664075476754,21,3.0,0
2026-09-01 01:00:00,1,1,9,CYBERCRIME,HASSAN,2,4,13.003820712254326,76.10286292411773,67,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,AHMEDABAD,5,0,23.02508566337375,72.57601415777431,42,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,BURGLARY,MUMBAI,1,6,19.078282088333395,72.87972675261818,53,8.100000000000001,0
2025-04-06 17:00:00,17,6,4,ROBBERY,BAGALKOT,8,1,16.18087378471047,75.69919122482176,21,7.0,0
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,MUMBAI,5,6,19.073923363752197,72.87565632398208,32,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,HOMICIDE,MUMBAI,4,6,19.080078761537543,72.88111199063133,65,13.5,1
2026-01-01 00:00:00,0,3,1,CYBERCRIME,AHMEDABAD,2,0,23.027361312389978,72.56809581524271,27,9.450000000000001,1
2025-02-10 19:00:00,19,0,2,CYBERCRIME,BAGALKOT,2,1,16.183859437384534,75.69994252054356,50,7.0,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,CHENNAI,7,2,13.07939051280434,80.26603085527564,43,2.7,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,LUDHIANA,7,5,30.898527436650067,75.86189218097266,36,2.7,0
2025-04-05 06:00:00,6,5,4,ASSAULT,CHENNAI,0,2,13.083457232236583,80.26785726086433,31,8.0,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,PUNE,6,7,18.523688065672776,73.85176630224157,68,12.15,1
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,LUDHIANA,10,5,30.902126086466048,75.85952091742551,56,4.050000000000001,0
2025-04-06 18:00:00,18,6,4,HOMICIDE,BAGALKOT,4,1,16.182866603967767,75.69756538126559,20,10.0,1
2025-01-03 17:00:00,17,4,1,BURGLARY,AHMEDABAD,1,0,23.023946203486176,72.56804097744381,40,6.0,0
2025-08-04 13:00:00,13,0,8,PUBLIC INTOXICATION,GHAZIABAD,7,3,28.67309744160252,77.45848483686288,39,2.0,0
2025-04-01 22:00:00,22,1,4,IDENTITY THEFT,PUNE,5,7,18.520813955673884,73.85823815452585,47,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,ROBBERY,CHENNAI,8,2,13.085344943570206,80.26683043390295,18,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,KIDNAPPING,MUMBAI,6,6,19.0720234519996,72.87864395736047,42,12.15,1
2025-11-02 14:00:00,14,6,11,FRAUD,GHAZIABAD,3,3,28.671393698290284,77.45389593254694,57,6.0,0
2025-01-09 07:00:00,7,3,1,PUBLIC INTOXICATION,LUDHIANA,7,5,30.902509786063163,75.86142922301923,40,2.0,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,MUMBAI,2,6,19.07299627854294,72.87631390260587,75,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,THEFT,CHENNAI,9,2,13.077744232494133,80.26688765761386,70,5.4,0
2025-12-05 10:00:00,10,4,12,FRAUD,GHAZIABAD,3,3,28.6663861058539,77.4554531422964,32,6.0,0
2025-09-11 06:00:00,6,3,9,CYBERCRIME,MUMBAI,2,6,19.07379611064342,72.87440475024894,54,7.0,0
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,LUDHIANA,5,5,30.89928256512538,75.85791410826481,26,9.450000000000001,1
2025-06-06 05:00:00,5,4,6,CYBERCRIME,HASSAN,2,4,13.005738274997016,76.10094172188,48,7.0,0
2026-01-01 00:00:00,0,3,1,ROBBERY,PUNE,8,7,18.522464979210575,73.85444693965316,68,9.450000000000001,1
2025-07-11 17:00:00,17,4,7,IDENTITY THEFT,MUMBAI,5,6,19.07821053105594,72.87760565218346,64,7.0,0
2025-09-03 06:00:00,6,2,9,THEFT,CHENNAI,9,2,13.079087252277139,80.26774227896438,66,4.0,0
2025-02-02 11:00:00,11,6,2,TRAFFIC VIOLATION,AHMEDABAD,10,0,23.022918479611317,72.56743295801343,53,3.0,0
2025-02-04 20:00:00,20,1,2,BURGLARY,GHAZIABAD,1,3,28.668672381480874,77.45878303580146,35,6.0,0
2025-10-10 19:00:00,19,4,10,CYBERCRIME,LUDHIANA,2,5,30.899784982947786,75.8596615819965,58,7.0,0
2025-03-09 10:00:00,10,6,3,THEFT,HASSAN,9,4,13.003869599892056,76.1002225054402,37,4.0,0
2025-08-10 05:00:00,5,6,8,THEFT,CHENNAI,9,2,13.081606026456557,80.27204808363936,53,4.0,0
2026-01-01 00:00:00,0,3,1,THEFT,LUDHIANA,9,5,30.89645650522865,75.85779203291119,61,5.4,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,CHENNAI,4,2,13.079956129406117,80.27448286512644,63,13.5,1
2025-09-10 19:00:00,19,2,9,BURGLARY,BAGALKOT,1,1,16.18441767451204,75.69588717105424,43,6.0,0
2025-12-02 06:00:00,6,1,12,TRAFFIC VIOLATION,AHMEDABAD,10,0,23.02074612173051,72.56877443985078,55,3.0,0
2026-01-01 00:00:00,0,3,1,FRAUD,GHAZIABAD,3,3,28.67341916045787,77.45838322831396,33,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,FRAUD,CHENNAI,3,2,13.08108959612572,80.27424210367597,49,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,BAGALKOT,6,1,16.18563470881231,75.69619472062838,63,12.15,1
2025-10-04 19:00:00,19,5,10,TRAFFIC VIOLATION,HASSAN,10,4,13.00840716830976,76.10462575452735,27,3.0,0
2025-08-08 07:00:00,7,4,8,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.664919338276494,77.45865603923843,62,3.0,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,GHAZIABAD,4,3,28.6659298585095,77.45000761540379,50,13.5,1
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,BAGALKOT,5,1,16.182591305612217,75.69207863567866,53,9.450000000000001,1
2025-02-04 22:00:00,22,1,2,HOMICIDE,AHMEDABAD,4,0,23.019427764084266,72.57021599989902,51,13.5,1
2026-01-01 00:00:00,0,3,1,KIDNAPPING,MUMBAI,6,6,19.07395439892143,72.88011667397392,39,12.15,1
2025-09-11 17:00:00,17,3,9,IDENTITY THEFT,CHENNAI,5,2,13.0778768242653,80.26575899153167,44,7.0,0
2026-01-01 00:00:00,0,3,1,BURGLARY,BAGALKOT,1,1,16.18665037233245,75.70003625562282,33,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,ROBBERY,HASSAN,8,4,13.00558510397131,76.09714451923838,70,9.450000000000001,1
2025-03-04 12:00:00,12,1,3,PUBLIC INTOXICATION,HASSAN,7,4,13.005577856272815,76.10481998486043,46,2.0,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,MUMBAI,2,6,19.079205518295222,72.87816216712574,35,9.450000000000001,1
2025-03-01 11:00:00,11,5,3,THEFT,MUMBAI,9,6,19.07577377569171,72.88104995884362,57,4.0,0
2025-05-09 01:00:00,1,4,5,IDENTITY THEFT,PUNE,5,7,18.519238756342578,73.85675668856628,47,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,THEFT,PUNE,9,7,18.523394371325477,73.85717445515547,66,5.4,0
2025-12-11 02:00:00,2,3,12,KIDNAPPING,GHAZIABAD,6,3,28.669594474520718,77.45634301841432,33,12.15,1
2026-01-01 00:00:00,0,3,1,CYBERCRIME,MUMBAI,2,6,19.07900809650784,72.8825438501021,74,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,KIDNAPPING,CHENNAI,6,2,13.078902319368908,80.26738682726725,67,12.15,1
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,AHMEDABAD,10,0,23.023376460756694,72.5668783048198,24,4.050000000000001,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,CHENNAI,4,2,13.079304345345442,80.27198654390251,54,13.5,1
2026-01-01 00:00:00,0,3,1,THEFT,AHMEDABAD,9,0,23.02349686586955,72.56798773028555,65,5.4,0
2026-01-01 00:00:00,0,3,1,ROBBERY,PUNE,8,7,18.5196772504576,73.85891396175816,38,9.450000000000001,1
2025-12-07 13:00:00,13,6,12,BURGLARY,CHENNAI,1,2,13.081080170646139,80.26590168670738,20,6.0,0
2025-12-09 04:00:00,4,1,12,BURGLARY,AHMEDABAD,1,0,23.025127645776173,72.56742377070447,38,8.100000000000001,0
2025-11-09 02:00:00,2,6,11,HOMICIDE,PUNE,4,7,18.520154555580653,73.85936307473773,60,13.5,1
2025-10-09 08:00:00,8,3,10,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.672322620034528,77.45462433803502,53,3.0,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,CHENNAI,2,2,13.086230908572649,80.26961762485654,60,9.450000000000001,1
2025-05-01 14:00:00,14,3,5,ASSAULT,BAGALKOT,0,1,16.181534175302176,75.69456136409983,57,8.0,0
2025-06-09 02:00:00,2,0,6,HOMICIDE,BAGALKOT,4,1,16.181861833658473,75.69152027684153,33,13.5,1
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,CHENNAI,7,2,13.084783859763165,80.2661107466165,47,2.7,0
2026-01-01 00:00:00,0,3,1,IDENTITY THEFT,PUNE,5,7,18.518719970497862,73.85863361666118,59,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,HASSAN,7,4,13.005080721231668,76.1045251299147,71,2.7,0
2026-01-01 00:00:00,0,3,1,BURGLARY,AHMEDABAD,1,0,23.023070505039538,72.56746139567325,40,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,THEFT,HASSAN,9,4,13.0048677584308,76.0963775460166,61,5.4,0
2026-01-01 00:00:00,0,3,1,FRAUD,GHAZIABAD,3,3,28.667223986123663,77.44887756091049,24,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,CYBERCRIME,HASSAN,2,4,13.005194112332454,76.10211989888602,42,9.450000000000001,1
2025-09-02 15:00:00,15,1,9,KIDNAPPING,AHMEDABAD,6,0,23.027460513639568,72.56697127526618,48,9.0,1
2026-01-01 00:00:00,0,3,1,ASSAULT,PUNE,0,7,18.522710245384847,73.85721810329166,75,10.8,1
2025-08-05 01:00:00,1,1,8,BURGLARY,HASSAN,1,4,13.002681965071515,76.09817151841331,47,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,THEFT,MUMBAI,9,6,19.076008921880014,72.87736963150755,41,5.4,0
2026-01-01 00:00:00,0,3,1,BURGLARY,BAGALKOT,1,1,16.185036517687536,75.69978207880874,34,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,FRAUD,MUMBAI,3,6,19.07200199571816,72.87854079416736,43,8.100000000000001,0
2026-01-01 00:00:00,0,3,1,FRAUD,MUMBAI,3,6,19.075855427151346,72.88119498792595,68,8.100000000000001,0
2026-06-01 23:00:00,23,0,6,HOMICIDE,GHAZIABAD,4,3,28.670672209460758,77.45046905764583,38,13.5,1
2025-02-01 17:00:00,17,5,2,PUBLIC INTOXICATION,HASSAN,7,4,13.002875324154166,76.10498957711461,33,2.0,0
2026-09-01 19:00:00,19,1,9,CYBERCRIME,HASSAN,2,4,13.007419790138039,76.1027113853952,43,7.0,0
2025-05-10 00:00:00,0,5,5,THEFT,MUMBAI,9,6,19.076573792222153,72.87298567164487,40,5.4,0
2026-01-01 00:00:00,0,3,1,ROBBERY,AHMEDABAD,8,0,23.018959286647462,72.57219391621221,53,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,BURGLARY,GHAZIABAD,1,3,28.665672374454527,77.45794346483255,41,8.100000000000001,0
2025-05-01 06:00:00,6,3,5,HOMICIDE,MUMBAI,4,6,19.072480258233156,72.8802242958659,40,10.0,1
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,GHAZIABAD,10,3,28.668462285257903,77.45449196218776,22,4.050000000000001,0
2026-05-02 05:00:00,5,5,5,ASSAULT,CHENNAI,0,2,13.080715008367678,80.27083283277409,57,8.0,0
2026-01-01 00:00:00,0,3,1,PUBLIC INTOXICATION,GHAZIABAD,7,3,28.672400026322972,77.4524673770431,52,2.7,0
2026-01-01 00:00:00,0,3,1,HOMICIDE,LUDHIANA,4,5,30.896453529018025,75.85662390297098,36,13.5,1
2026-01-01 00:00:00,0,3,1,BURGLARY,HASSAN,1,4,13.00167349027056,76.09894503176928,34,8.100000000000001,0
2026-01-02 22:00:00,22,4,1,KIDNAPPING,BAGALKOT,6,1,16.1791108123518,75.69829237801194,30,12.15,1
2025-08-06 09:00:00,9,2,8,ROBBERY,MUMBAI,8,6,19.07759910194454,72.87950963096701,53,7.0,0
2025-11-02 23:00:00,23,6,11,ASSAULT,LUDHIANA,0,5,30.896860169857842,75.85270492534958,66,10.8,1
2026-01-01 00:00:00,0,3,1,ROBBERY,BAGALKOT,8,1,16.1777524509709,75.69946179962776,43,9.450000000000001,1
2025-08-03 05:00:00,5,6,8,CYBERCRIME,BAGALKOT,2,1,16.176923547829524,75.69175191595939,46,7.0,0
2026-01-01 00:00:00,0,3,1,TRAFFIC VIOLATION,LUDHIANA,10,5,30.90357442604831,75.85745796492398,58,4.050000000000001,0
2025-01-09 01:00:00,1,3,1,ASSAULT,LUDHIANA,0,5,30.896826326188336,75.85690159481139,66,10.8,1
2026-01-01 00:00:00,0,3,1,CYBERCRIME,HASSAN,2,4,13.004342528132437,76.10337916386132,36,9.450000000000001,1
2026-01-01 00:00:00,0,3,1,KIDNAPPING,PUNE,6,7,18.52416812071955,73.86055968503472,69,12.15,1
2025-05-02 12:00:00,12,4,5,FRAUD,BAGALKOT,3,1,16.184820358198582,75.69881549410006,26,6.0,0
2026-01-01 00:00:00,0,3,1,ROBBERY,MUMBAI,8,6,19.076796080369057,72.87445293038076,41,9.450000000000001,1
2025-06-03 15:00:00,15,1,6,HOMICIDE,AHMEDABAD,4,0,23.018732145887263,72.56874996509983,64,10.0,1
2026-01-01 11:00:00,11,3,1,ROBBERY,CHENNAI,8,2,13.079760768261737,80.27351717266109,70,7.0,0
2026-01-01 00:00:00,0,3,1,THEFT,CHENNAI,9,2,13.084710179897693,80.27412936360217,49,5.4,0
2026-02-01 16:00:00,16,6,2,PUBLIC INTOXICATION,CHENNAI,7,2,13.08047987623868,80.26903782391565,36,2.0,0
2026-01-01 00:00:00,0,3,1,KIDNAPPING,LUDHIANA,6,5,30.897845639634333,75.85245275397976,41,12.15,1
2025-04-06 23:00:00,23,6,4,BURGLARY,BAGALKOT,1,1,16.185015277253918,75.69869724377348,48,8.100000000000001,0
